10000 20000
7241 6212 -37
4079 5007 -5071
254 8803 3442
701 5763 -5170
6847 2501 3297
4593 7570 -8520
2189 1517 -2660
4593 6907 -4360
9344 4544 -5904
9494 1697 4114
3476 7088 -537
5811 2399 -3659
4079 8295 307
464 9973 -578
1307 5504 -2064
8802 2753 974
8340 1086 219
216 6137 2495
6095 8320 585
2628 7797 -6541
2980 1884 -7040
2533 2122 -9885
5482 2184 -6472
829 5424 2717
5470 4857 3469
6595 8997 -265
2192 2386 46
3448 8426 -1717
2458 366 2600
6766 5211 3414
6445 5848 -9064
6441 5916 -7489
1609 1255 3960
9174 2303 -3582
5513 456 1071
4467 6355 -2064
745 6499 -1467
8778 3942 -889
6822 1440 -1152
7053 8378 -7543
1088 1730 227
7071 742 2840
9518 2641 -7163
2157 291 -896
8958 358 3659
7160 2311 3390
6871 5295 -6367
7999 5919 -6668
701 1218 2027
4749 4820 3132
512 2062 -7558
5148 8992 -359
4882 605 -9304
85 5402 -8348
4563 486 3472
3590 3438 -6914
7435 3920 3865
3022 8632 -3223
6867 7504 -2912
9976 5406 4486
4304 739 -6160
353 9949 -6099
8461 2663 -3009
4567 8988 -8257
5587 3987 -502
2017 6269 -5538
920 3304 -3645
1813 706 1946
6882 8671 -8767
202 5068 354
2950 5761 -4957
8827 7070 -7434
7698 6341 -9036
6035 1440 1171
4051 612 -3861
9979 543 -5783
1907 4793 -1504
5710 5746 3467
7666 9893 -452
9190 4488 -2647
4736 479 -9666
8661 9693 -5011
9573 5784 -8453
2369 4252 -111
7501 6027 -352
6524 7853 3768
8964 7459 -348
1999 1295 -3202
601 1736 -9729
2579 2449 -7074
4818 7249 -6890
9340 3851 -5513
4892 1053 -5219
1731 4346 2958
4524 3933 -4685
8366 6440 -3462
1975 1737 4661
9006 5017 990
2651 6019 4229
1156 3777 -6766
6648 2408 3604
5792 2580 -2810
4175 498 4811
8120 4486 -4961
1349 5386 1909
9234 2193 4664
83 6251 -254
3343 3540 697
6126 4226 -9268
8003 4232 -3862
8062 8578 4246
3093 942 3152
6909 5125 -3138
3263 3684 -8208
3213 6764 -6384
2114 8743 -2102
5174 7607 2535
2282 2003 2103
8156 4320 3670
2281 4517 742
9865 8113 -3336
9715 3025 -3357
9996 6214 -2724
5110 6271 -4927
9053 6333 -6752
1507 2096 -2256
2155 1354 -7765
5597 9439 -7362
6501 2407 -7046
8541 7683 -6838
6241 7209 -90
9648 3857 -8571
5804 4493 3962
5038 2126 -3257
3247 8785 4536
3399 2194 -8999
2874 7728 -1794
4315 7367 4224
1935 7829 4239
7462 2209 929
6942 1761 -1325
5575 8776 229
7433 7511 -2726
6428 7888 -2164
8451 9908 393
2364 9626 -8837
522 8316 -2513
6992 243 -1649
5149 7791 -7204
303 8586 3633
3579 6203 -3858
3684 6079 -6107
3147 9707 -8423
9374 3063 -4160
7218 6877 -6498
6964 1404 -6835
8468 5106 2902
499 7073 -6449
9162 9198 -2427
9941 947 -6961
1964 1631 -3791
3360 3563 3641
1099 7978 -5206
6744 7089 2740
9325 208 1336
6641 6778 -1389
2758 6736 3650
8502 4210 3788
6368 8087 -7049
111 6052 -6109
1159 1458 -1980
7267 2517 -6777
3476 7524 4002
314 465 -8044
3891 1619 -6586
268 7358 -4784
435 3388 -477
7292 6733 -2658
2345 1319 642
3483 6415 -8771
4305 5285 3391
7146 3651 846
3907 8069 -8821
2768 9661 -9413
3278 2999 4677
4307 5827 1873
8067 824 -3012
2887 6385 1860
6017 4108 1061
7712 9916 -7457
184 8009 -9046
6502 467 -4777
3292 8127 -1658
2836 6754 -1676
5928 2566 -5219
6797 8321 -2931
4460 9345 -7935
4204 9593 -6869
1205 5742 -8300
3269 3126 -1522
6600 6415 -9852
8526 4295 -5597
1483 6690 312
9572 162 4147
271 6940 -8389
1483 6165 3121
3645 6325 -6889
4709 888 2095
2460 7805 692
9182 6926 -9546
5885 1261 -2905
866 3819 -3366
7603 7463 -3789
4188 5631 4087
6498 3279 3853
8476 3935 3457
3507 8307 -72
3299 3909 953
4881 8854 -7654
8078 5918 -5920
1987 4714 -3344
9245 1073 -3756
5094 1787 -1230
8351 4176 -8944
806 1737 1912
668 5222 4231
4122 846 -5987
8094 8273 2717
2809 6782 -9697
109 3433 4824
1852 155 -1454
3190 1614 1206
3554 72 4045
1799 8384 -8651
5610 4102 -9958
3465 7351 -6962
6320 5322 -7545
2842 4307 2487
2087 7615 -9596
1751 2526 -1334
7791 3512 -6109
5827 9486 -2188
7363 9838 4799
1190 535 -4242
4739 6407 1961
4196 7916 2878
1785 9560 1245
3656 1414 3064
3097 129 -9820
1117 6077 -6554
6714 1318 -3722
8986 4371 -7609
9435 8527 -7232
7144 160 -6993
6420 6213 1190
2097 7848 -1826
8986 6956 -120
7238 921 -1193
5598 1728 341
5516 7153 4402
2499 3032 -1242
6677 5356 -2466
3323 4120 4224
4551 2138 -307
8013 9618 -7969
683 7151 4065
4692 5420 3593
9716 6852 2879
2983 7149 -5104
5145 4172 4260
8496 3824 -8902
3553 3441 -5997
5628 7963 21
2138 1084 1333
8318 170 -9142
7318 7939 -7560
5952 308 -8775
4355 1404 -8237
199 3055 -9358
7493 784 -4307
3713 1088 -627
450 7739 -3459
1502 58 -9676
8074 2736 -371
3976 9272 -334
129 6234 -4006
9569 2246 -4698
5307 1516 3057
6024 9144 3894
7363 1626 -4701
3079 3838 -5970
7623 945 591
8443 2992 3182
5523 7313 -645
1233 8371 -2347
3208 6635 231
9818 1870 -4509
2713 2485 3997
4251 1990 4263
274 4122 -5971
5779 6132 4830
6838 7150 -290
9897 8345 -232
5379 1215 84
4418 7384 3803
5172 6728 1406
4684 9281 3116
131 687 -8903
3210 4974 3698
7369 4302 -2966
1085 582 -7761
611 2175 2124
1307 6800 1220
6386 560 -6234
1966 5969 2406
6176 6997 -9012
3676 214 647
634 8973 1545
5726 2525 -2210
3902 7869 -4176
767 3534 2423
7058 985 2761
4803 7095 -2888
6670 1313 3223
9041 5604 -6422
536 6008 -3914
6959 8894 -9940
6970 2639 693
6088 218 3866
3970 4400 3226
5469 8610 -2002
5862 8711 -7800
7781 785 2803
2033 8794 -1651
4882 3240 3378
9327 2762 -9055
5138 7582 -2007
7361 3506 3816
5854 8788 1695
9341 187 3011
9603 6245 -3516
2661 6498 -7755
506 7389 1176
5682 9553 -2020
4454 3537 -7920
5581 6634 -3914
2426 3708 -2198
41 7715 4094
4308 586 -5943
4641 4426 3705
250 5852 849
1402 2378 -1368
1391 556 -4517
8644 9478 -3509
9922 5211 -3862
1170 8306 520
2852 2550 -6080
7171 8129 -1662
9204 5543 -1549
7133 7496 4274
9544 456 -1268
2822 5138 1202
1994 8290 -862
3646 4573 1218
7693 9955 -5932
332 3665 -3815
4698 9310 -8197
6259 6257 -1148
6299 7437 3276
7824 1466 -7148
996 2849 -184
1571 4648 -966
3289 6842 -7167
9304 5784 384
2927 290 -8977
8001 6744 -5803
5235 3971 -5012
7153 8043 -164
49 7433 1139
9608 3480 -1035
8371 1170 -4791
6902 8018 -6897
7398 9058 -4411
846 5283 1605
7818 2083 1417
2985 9937 -3117
3990 5450 3787
2195 5730 3657
7941 5269 -1506
5494 8380 -5040
6481 3344 -5580
6337 1717 -9136
4906 1975 3492
2564 2409 -2376
6707 2501 -2424
3947 1402 -2789
3306 4810 -5567
5668 146 -2457
6194 2348 4320
3247 5876 501
6351 4245 4529
2018 8240 -7980
6285 9738 -2073
2998 1669 -9290
2364 1547 -3540
6337 2160 -7836
4492 9958 3613
624 1779 -8798
338 1126 -7684
2737 8257 -1296
4436 41 -3455
6571 422 1836
7575 800 -7155
714 7524 -4790
5954 3311 4505
9515 1784 1848
4910 7636 -5150
1824 9386 3868
6988 9300 177
6000 1091 553
2259 7233 -3687
350 8425 -7741
3205 8472 4
37 6902 1201
9854 9062 220
7933 3559 -7820
6696 3163 -6344
5148 8656 -7194
7757 1607 4480
4316 2525 4689
7434 2320 1577
4628 2851 -8537
8747 7270 -9424
2166 8228 371
3993 1614 -6942
2901 9985 -7031
2398 2234 -1025
225 9531 4847
7345 9529 -7627
7713 1090 1925
114 1483 -3067
2843 6350 1028
1635 4381 -6165
5634 732 4130
7328 4579 -2788
493 4256 883
365 515 -4018
2672 1257 -5046
8475 686 -5710
5498 34 -4395
5239 1354 -1624
8506 6436 -3139
3871 8202 3716
9886 265 4165
5762 2319 -2425
3481 8091 -9765
7027 2983 4561
5920 6043 -2289
5496 4724 -4939
2226 478 2513
4805 5496 -8332
6498 4930 529
6113 7804 -6101
8434 2030 -4078
1586 5728 -9277
6846 9863 4973
3306 4269 -9569
7186 366 -3592
7709 8518 -3750
8760 6423 -8198
269 2364 -5367
3250 6501 4505
6916 8048 3788
1440 3745 263
957 7012 -7983
7615 4938 1404
8352 3147 2450
6078 7046 4172
4552 7791 -8664
1870 9270 -5008
5827 3041 -7268
6150 9287 -2351
2197 7210 2941
1504 2821 2982
3161 8448 3919
7540 5242 3569
5957 5525 -5589
2302 5396 2561
329 5098 -1349
5870 3413 -247
8948 2560 1891
4429 8836 -6943
8675 1471 4457
7975 5233 -3602
2407 639 -389
4809 7461 -8378
7202 8756 -5711
535 9319 362
4878 9671 -513
4698 2827 2857
6137 4606 4962
2229 326 -8950
3888 5182 -7585
3507 9485 1474
1511 8807 -1856
7791 8490 -1924
3523 1246 -3624
6160 1312 -2218
3796 2728 -8421
5246 6070 -8759
275 6641 -9093
6053 4975 -963
5363 1085 -528
8213 8923 634
5703 1478 -4069
3555 278 -3650
4880 3764 -7142
7793 2894 -946
673 5754 2735
6724 5474 -5655
2401 9005 -1214
7655 3973 808
2908 1344 -9616
1036 6626 1344
2103 9994 -697
778 9866 -3067
158 2185 -6613
6024 9832 -1560
6332 1568 -6817
7732 7846 4698
4421 6588 -629
688 1929 -5934
5795 3540 -5102
1849 4822 -2021
9484 3055 -8112
7590 6328 -6116
1356 6207 -3013
1914 7482 -1310
8196 6379 3731
5381 2670 -8258
4575 8922 2805
8077 7712 -5963
6413 8315 -8066
6148 2245 -1868
8958 226 -9433
6151 6925 3712
8844 7501 -5455
4371 4103 -6138
3941 7044 -1576
3636 2596 -9882
6196 847 -8528
331 4851 -7060
987 6305 -8886
763 1292 -1679
927 3506 -3851
7216 1688 -370
1648 9771 -5790
9324 3197 2451
8836 1562 -3309
4015 2120 -3934
5071 9958 2055
1619 9059 -9206
7200 4012 2305
6834 8646 -1155
8955 6807 748
5460 2105 2167
6014 2607 -6948
776 568 -8843
8835 4728 -6995
5534 3375 -4536
9249 8907 1763
8399 6788 94
1951 5873 -2264
7642 9397 2303
103 3852 -7818
1644 7942 -2595
4306 6608 -2363
6763 2125 -4123
7269 8942 -9320
6591 1113 -9938
4824 2418 -2223
1438 3420 -777
5231 7474 1809
690 2409 -1315
5399 7863 -1773
6185 6568 -6541
142 1192 -5575
5256 6327 3833
6623 7905 2522
269 4171 3071
6425 8323 -4087
8576 6964 -401
8972 9221 -1019
3652 5390 -3742
4383 4552 -5047
5584 1139 -8607
5088 3112 360
4133 8286 -4847
7113 5182 -2682
4188 3627 -9706
7707 1250 -8971
5726 523 -3503
4938 6286 -4160
6798 4899 3837
9157 942 -7202
7958 4387 3761
6896 451 -8728
5245 4884 -9407
3600 6903 3155
5106 6923 4741
1746 5931 -7497
6584 3290 -6434
4600 5821 -5099
6590 6662 2991
225 5173 4383
2650 7235 -4450
6596 8685 -8533
977 8139 -3401
9833 7489 3922
3189 2205 4412
6228 5436 -1629
4092 210 -2598
6991 5218 -6104
3065 8731 -1876
7234 4940 3600
4873 7207 4835
3010 2382 -3683
124 5617 1097
2115 8053 -1592
9693 5029 -6313
6283 924 -1540
6304 835 405
469 4445 -7186
4040 3708 -4185
8879 9028 -7939
994 4874 4092
400 2047 3050
8385 4796 -1195
5481 3218 946
8438 9230 560
4999 8328 -1563
1324 3751 -8652
1890 8468 -9025
2510 2220 3001
9574 2836 3151
9254 2930 669
443 6823 2040
8898 5632 -9531
8179 69 -1165
9140 6611 -8194
3727 2909 -2392
2311 748 3240
6654 1084 601
3946 2980 -8940
3491 6345 -7445
778 5423 -2482
1458 5630 3688
5552 142 -1795
8632 9408 -8584
3363 1759 1794
3028 5535 3569
3148 8447 4231
3013 121 -1908
7157 4831 2535
9329 3321 -6533
1964 4020 -7517
447 9118 4484
7866 6136 4554
657 7814 221
2458 9151 4862
1554 4297 2388
8920 9732 2706
5016 2017 -5053
9336 6913 -5650
8790 3447 -5913
5184 6317 -1770
2017 153 -4340
8179 3792 -2316
7117 2743 -8933
6971 802 374
995 6302 3577
2594 4434 2524
9441 7500 -4494
4925 1747 -9903
46 9553 -7744
4598 9520 -8154
5288 9846 -2024
2484 1615 439
2476 4392 -1819
9273 2388 -5691
5345 9501 -4403
7848 9868 -1372
1666 9271 -4580
4977 6202 -8340
5206 6406 2837
8970 703 75
2686 8439 -2532
4587 354 -4566
2442 7450 -835
2006 5487 -3228
5560 7682 -6874
5874 6283 -4684
4362 8326 2774
8931 6134 -5751
8979 276 -9455
903 8985 -7303
430 6245 -1460
671 7087 3411
394 2524 4190
1928 4336 2970
7750 4759 -6544
1637 5321 -2091
9605 8632 -1029
8475 2727 -1852
5310 4686 -4874
8280 3697 -8985
3427 8860 -6122
3105 7126 -794
2908 9771 1232
5559 9484 -5460
4576 9739 1958
5221 2087 1686
3903 7428 -6401
2921 4474 -519
9406 4252 4287
6204 5528 1474
1711 8977 3127
7584 2035 2885
2397 4981 2978
1525 4406 2478
1553 1370 -4050
9768 2078 -8307
7604 1043 2125
2680 4722 211
6866 4218 -8278
6262 8356 3528
8887 8256 3431
9784 6368 4135
8025 3215 -573
2026 9121 2213
4273 1451 -7693
9107 9347 -9334
6743 4823 -1070
8191 5347 -4291
5065 6499 -640
6398 4562 -6221
6247 2371 1983
7656 584 3015
3134 2347 -1284
4987 2662 -826
8192 6951 -7832
515 3572 1838
1453 9079 -8393
7732 1865 1749
8032 2216 2860
3751 8840 -309
1815 5485 -5955
1455 1207 -4005
1984 2220 -7051
5863 9756 -9994
317 389 488
2410 8464 4594
1492 1229 2865
5038 8709 -3110
2326 4713 -5037
493 2052 -4527
8698 2438 3652
770 6718 -8497
2997 5605 -7486
4925 6565 608
6919 5091 -1970
1954 8179 -9578
7317 1271 -4865
5876 392 -7286
7871 5493 -3121
7610 337 -7314
2270 6975 -6038
1228 915 2922
7804 9547 921
1308 4984 -5377
7327 3248 4984
5779 1968 -4787
3587 8090 -9059
1143 3640 4292
4963 1357 -4973
2294 6152 1397
2612 3302 -1719
6673 1206 -47
2575 7644 -4432
6440 5417 -1645
9496 1510 -1099
6942 6360 -9374
1039 7366 4117
9641 4112 895
6099 8803 1876
6872 3092 -1195
1870 2948 -8700
6625 7887 4192
8145 9544 -9003
1798 2949 1767
5500 5507 -9370
4547 4615 42
154 4019 -8925
4487 7478 -2436
4023 2369 2713
4365 7471 -3207
383 8498 -6987
8966 4612 -7913
6453 1469 -3117
3108 2939 -7866
2908 2871 -3254
8085 319 776
9542 282 3511
8218 9236 -6498
2358 4820 2011
8275 3017 -8270
5604 8716 355
7738 6726 -9393
876 8431 442
9096 4773 -3679
2899 9272 -2956
7303 7533 -3033
5112 3711 2304
278 5640 -2771
4723 6984 782
3810 7255 1618
8893 9324 -2159
8983 4620 -3968
2043 2149 1438
5251 9652 -835
5992 6354 -2765
5571 2232 1594
4285 4506 2270
5757 9496 -74
240 2430 -5823
6761 3128 -4154
8999 2727 -6360
3884 1575 -3914
6007 8927 366
2754 4298 3361
461 8747 -3391
7463 5272 585
3288 7798 1795
5955 254 -9875
321 4169 4419
3728 5411 -8491
2409 5557 4890
4457 4213 -2703
3085 3667 -3259
7712 8210 896
760 9875 3888
316 3059 -5287
934 4258 -5857
7230 2147 -6200
7728 1287 -5561
3198 5085 373
6248 8107 4327
167 7699 -7404
2595 8072 -4687
8251 9339 -6624
8526 8234 -7176
6180 1028 -4320
9326 1603 3550
3497 630 -7999
552 8779 -7323
6809 2375 -6073
6441 8244 -6612
8870 7658 -5535
116 5675 -3791
5633 7219 -9038
518 1018 -1875
3247 3429 -7470
5783 8059 4918
3205 2844 -6474
9792 6983 4496
2389 1014 -4391
4355 7629 4697
3188 7627 -7744
75 2734 -1892
4119 2750 -966
9585 3524 -1208
5642 9900 3254
2168 9555 385
4188 770 901
5702 6920 -1220
3963 7995 -7224
3119 4494 -7039
3239 1078 2422
3519 3135 -7300
5862 5190 -1566
1316 583 3852
8739 9363 -399
9526 1285 3190
2900 365 -6619
4500 7339 -2790
9623 5185 -4365
3932 6724 -1349
3943 7541 -9365
7431 981 2012
177 6333 -2950
4207 3260 905
333 464 -4130
8925 3237 -6528
8236 6356 416
3539 3036 -6609
8205 7765 -1794
1043 5948 3249
2011 8005 -4297
1226 9254 -2191
375 5790 -2554
1309 9181 -1001
1837 3651 2665
254 4798 -7587
725 1332 -4222
2315 9790 -1848
3529 8272 -6160
7379 8955 -6071
8238 5909 -4116
8166 8260 3084
8817 6771 -8339
3848 3845 -4775
9055 7982 3819
2849 122 -5461
9329 610 2083
980 1092 -9784
2354 2849 -3367
9114 4410 -2797
2526 2344 4017
2986 3415 -8910
6424 8832 -6379
3096 4321 4863
9224 736 2834
5559 9466 3158
7456 5983 2443
4268 6831 3371
6858 4727 -5935
5441 2990 -489
2976 9845 -6982
1122 9652 -2632
9623 7261 -1178
8023 5332 864
5368 6539 1638
8110 3540 366
684 3444 -6992
6533 3106 -5522
7428 4987 1996
5761 4835 -7031
963 6991 4677
3070 9996 -9898
6776 6865 4959
3412 7146 364
2443 5460 -9258
6786 9899 -8602
2579 4349 -6586
5385 8895 141
8610 7690 1021
8328 8217 207
9278 7087 -2774
1263 7920 -6189
4589 3531 -6203
8498 4067 -7401
1548 3337 -8315
9020 5801 -4769
9980 2323 -9005
5325 821 -2558
3738 4208 2742
6514 6376 -176
2921 9966 -3003
7552 9585 3957
669 715 -7691
5452 4575 -8272
1559 7533 4686
3674 2712 -9060
5224 2594 -8330
2480 2114 4721
4196 5777 -2866
245 3038 4885
2357 3679 -3913
6172 8868 -9306
9737 1118 -2993
3495 8138 -3135
5241 10000 4077
874 8510 -2451
3222 2041 137
574 3683 3414
3106 8514 -2497
8926 4520 2463
1640 7930 4335
9889 9475 2927
5098 8151 -9680
6180 5357 683
9365 7162 -6924
8499 1255 -8007
5155 1409 4241
116 2955 -7991
9933 1478 -5524
897 6029 4400
2474 2916 -9371
8592 1920 -6350
9144 3833 -9189
2128 8069 -4519
1638 2519 -5340
2066 6174 1233
539 8021 -8238
674 2576 -927
4743 3011 -8850
2912 9751 -5639
4661 651 -456
6031 2595 1524
1113 2386 -101
2634 9344 -5225
8155 4013 -2815
5998 3268 -6762
5760 9649 -8647
4776 7538 -4648
6482 6450 -1066
5851 5227 311
156 3853 2394
6526 3060 1628
2067 9970 -1808
4112 5410 -6963
6788 5993 -2888
2713 4818 -2320
2678 8742 -2378
686 5621 -7516
220 9478 -359
9632 4025 -767
9098 1945 -1049
786 7459 2506
8320 1610 397
6165 4999 3129
7720 2729 -4061
9554 7658 4739
3496 3865 -6329
8500 1839 -632
6965 4181 -5691
8543 9598 -5167
5316 2590 -3089
9105 1635 -7418
5966 6448 -6943
9971 3938 -2468
5103 5571 1632
4187 6808 -6788
9515 2556 -6541
9410 4012 -6749
1710 6131 -5070
3069 7637 -6136
9854 9648 4296
2986 2517 -6554
8032 5247 3500
233 5555 -7338
5299 9618 -3957
7476 7607 -3137
3948 310 -6007
9901 8606 -5747
8159 2941 -3409
5618 2205 -6051
9192 8250 -9613
9199 1329 63
6291 9004 -6116
2177 5301 -6383
9358 6817 878
6434 3550 -9007
2728 7372 -1554
6598 6352 3893
2918 3986 2776
2993 7476 -5340
2882 6333 -2396
6435 241 -9429
5632 6659 -4583
4049 4230 -818
9247 2753 2339
192 4234 4554
216 9073 -2306
672 74 -9588
8359 1724 -7566
2532 9105 -3395
1651 5560 -1517
7162 4583 -5983
4731 7937 1250
2203 944 -537
1246 4102 -9565
1456 8293 2261
8807 8379 -6822
6270 8800 2067
436 4428 -9055
4465 2336 -5061
5585 8225 -176
3665 6621 -7341
2646 3692 4174
1426 149 -8437
2666 2079 -1715
334 4533 2612
1010 1003 -9889
6087 7859 4086
4410 7044 -4044
1932 2200 -1413
9278 9568 -1136
3210 8635 -9552
6053 9998 3685
1116 5624 4099
3291 5955 1670
2320 5248 -8696
6618 5151 2975
2855 7290 -4194
2756 1966 -4118
9081 567 -1444
1296 7243 -135
7171 8996 1721
398 6911 -5333
6206 8744 -8436
520 1719 2693
1789 5436 -8314
9096 9828 3708
8723 1162 -4335
7936 2075 -9289
4558 4846 2526
9610 4700 1319
964 6714 -3457
2828 2512 -4986
7320 1334 -2195
6151 7996 -8218
8121 2980 -6904
3453 4739 -8365
5272 8194 2513
1692 5095 2583
1924 8248 -1864
571 2976 -3661
6211 2769 -8028
8400 5333 -7634
2911 8918 -4955
3852 918 4003
1402 2470 -549
3684 8637 -5685
352 8178 -2824
3101 6217 -9659
3512 9876 -796
5346 5674 3328
9878 6624 2183
5077 923 1578
4800 4451 -6346
2080 8248 -3837
9595 5512 4647
7926 4337 3530
9105 3497 -1225
7500 2087 4943
5281 5155 -2136
7213 260 1504
8596 8418 -2889
5902 2567 1225
1111 2107 -754
2367 7868 -5947
5386 953 -6290
1563 6858 -2110
2947 2126 722
2380 1830 -74
5696 1579 2404
8557 9222 1069
3335 5548 -7156
7278 767 3943
3068 5402 4348
5198 7151 3952
8847 9284 92
2808 2631 -3708
2558 6024 -8892
732 3344 -506
9246 5018 -2441
5016 3903 -6347
1394 4231 -5442
1987 5891 412
7878 8708 -8464
183 666 -9934
8715 2687 -4842
1272 8323 -5154
4830 8535 -9222
9621 9007 3813
1559 1048 -851
5402 9505 -4545
2331 4430 -3531
1631 4900 -3875
4863 8203 288
6481 2124 3258
5754 5795 -3928
4123 3396 -6941
8053 4916 -9380
4897 6855 -9739
5937 244 -6806
8888 1306 4902
3845 3698 -3449
5909 4358 2583
1107 1551 3592
2081 67 3879
1014 2165 3338
8293 9040 -2639
9259 5573 -2734
2568 2368 -8296
7016 1887 -5799
9346 4926 -5908
1469 3578 4621
1852 6241 -6768
1654 6211 -6557
2135 8938 -4293
3098 5538 -829
9781 330 -1378
627 3337 2520
4104 977 -4556
4554 1030 -5307
3461 9489 -9338
6734 9991 4787
1139 9281 -3813
9393 8349 4791
6950 9725 -4094
2655 7257 693
1939 7659 -811
8716 3778 2475
7440 9048 -8951
5609 6377 -1946
8506 4545 4029
2563 2052 -5039
1665 3182 -4625
1256 1527 -9260
1828 8536 -3798
9014 9425 -7700
5588 7052 -1738
1666 9217 -5703
968 1751 -9950
4354 457 4556
8077 5985 -5485
8840 763 -9253
1639 1078 4143
4539 5553 -9457
2825 6959 -463
531 7865 -3672
285 1856 -336
7105 8428 -3537
6896 1562 -8185
9241 8976 -4836
4045 9504 -8562
1773 2595 4506
7684 1543 1709
3303 8584 -7922
3367 6775 347
178 7118 -5753
97 4382 -8575
6646 7547 -2920
7892 6692 -9291
7902 4441 -8805
3037 6697 -5828
5351 2119 2021
9829 7434 -7487
5480 1296 -3030
3095 9538 -8407
9081 7752 -785
7465 2077 -1877
3505 5986 2668
169 8632 -3288
4416 8990 3772
8421 2404 -1079
5813 8320 2749
2663 2858 2619
5325 5757 -4031
1211 2600 -8077
4953 4831 -7475
5167 2009 3167
362 919 -217
6470 7875 1085
6636 993 3459
728 1834 -5303
9612 9395 -4806
1194 994 -890
9527 592 -9377
4197 17 -3570
9329 7177 3119
6550 6003 -7397
7615 9299 -8129
5889 2903 -632
4001 4724 -6347
7491 8391 638
3663 3942 4276
1283 4821 -2146
4815 6094 3092
9987 432 -5797
2721 7798 -1669
7321 8950 -2033
2023 502 4026
84 5620 -515
772 9474 -906
3342 6760 2870
3775 3277 1289
3245 4087 4353
9908 9035 2434
2037 4523 -7096
2343 7060 -4910
8478 5508 -7996
9238 100 4859
7917 3360 4366
1979 6719 -155
2129 7397 -2114
6234 2610 589
8348 4458 2131
3421 6660 4893
7053 6166 -8979
5242 7836 514
8294 3888 -4525
3245 6764 -6675
63 8341 -2744
2359 3867 4191
1958 7800 -5063
9715 4481 -2501
3088 4788 -1416
8081 4411 -9321
4209 8701 2070
4161 1982 -3989
9764 5813 -6777
8557 1784 -8865
8407 3722 -2911
5891 7506 -6050
7831 4476 -3074
8254 8113 4279
4659 8109 749
3040 8044 -8470
9103 5425 200
9774 5480 1433
2856 7748 -4377
6008 255 -4981
2190 6763 -1393
7811 9440 -3982
8387 994 4878
2485 4239 -1104
3375 9877 -5626
4637 7245 -3958
4606 2090 1530
5692 2018 -9255
8470 7420 -8290
9508 9447 -7377
6472 7874 -5709
331 1136 -6655
1858 3902 233
3291 4950 -6548
2703 8594 3273
4602 4563 -9435
8684 1020 1523
5153 6695 -8930
1960 3282 2433
3932 5847 -5468
6375 9736 -4618
1629 8165 -6825
1987 4383 -1268
7949 5754 -537
8112 2135 2458
2591 1472 -1996
7273 1957 -7267
5346 5645 287
732 240 -9048
6708 4681 -492
4895 3109 3360
7950 944 -1041
9294 4555 -95
5152 7587 2013
7779 1233 -5971
4889 3609 -4635
5984 8387 -1081
9234 4147 -6704
6587 3979 -6698
536 5614 4677
598 372 -6849
4021 7777 -9838
683 2137 -9038
9978 1717 3155
3041 3004 4331
8795 4772 1931
9693 435 286
6103 7547 2673
711 5661 -4304
9202 9433 -7102
9336 7891 -9258
6561 6874 -1061
2221 4025 497
7633 3629 506
651 3203 -5399
5348 8432 324
7023 4548 1531
6601 973 2109
2992 6290 4274
5511 8750 -2744
3092 9766 -4242
4261 2557 -6695
3195 4479 -4612
3401 4870 1308
3804 2214 -860
7244 461 3235
6763 4204 -1668
2295 4188 -2153
8595 8735 2334
636 1205 1891
8997 3179 -9401
4162 630 -1721
9821 9262 -198
6782 2026 -7240
8910 8292 -4954
8587 3436 -2974
5114 2081 1289
7191 8454 -6664
2031 3517 -5876
8105 3719 -7986
5009 5497 1285
8642 4451 -9958
416 5520 -6050
8655 8197 -1993
9830 8984 1691
3864 1808 -5037
3903 5112 3580
952 1811 -8639
2261 6403 4018
6346 1194 -924
9319 9267 4006
8316 9793 -1087
2246 1425 -4987
6771 3236 -1821
6652 9425 3013
4651 7073 -1585
5657 9370 38
5464 4255 1752
5627 3042 3226
7470 9912 111
473 5977 -8919
5305 2050 4834
8556 92 -957
7034 6587 -5667
427 3018 -4065
7263 4994 -5623
1249 115 2903
9598 3139 -1263
973 2380 4615
1725 1482 -668
9398 4462 -8981
5329 2041 -7547
9433 3087 -8237
3506 484 -6065
577 1128 1179
679 6762 -44
6897 2533 -1780
9139 1246 -2294
8896 9388 -8446
9947 4947 -1951
8834 7237 -2349
1698 310 4410
6335 9032 -5612
6772 1317 -7628
5395 2051 1129
3515 9278 3958
9282 9578 2761
2705 8434 4813
6005 4985 3215
1251 1784 -6888
8036 6838 -9958
3454 3661 -1690
2882 8881 -6572
1002 7593 -9341
9440 1501 3217
8703 846 -7709
6655 7896 46
3431 9930 -335
7718 6790 3238
1730 3643 -5606
7627 3228 -2508
944 4450 -2995
2482 264 2592
6863 4848 3305
3600 5246 -705
1041 2157 53
2938 1806 -2580
4712 5031 -7249
2239 1201 -2154
161 3335 -3658
2206 1457 -6526
6539 8400 -5174
278 8584 -4421
2530 9697 -9535
7320 1473 931
4925 8058 -6727
9114 1067 4433
4480 6459 -725
7803 156 3520
7166 2999 -6006
591 1282 -9360
1822 3399 4093
2054 2597 -7897
7657 9020 -4508
8669 5560 602
3134 364 -9720
2208 7822 -6351
850 1838 -6222
5658 3609 3484
9687 2752 1313
8859 9085 3992
7320 2213 1539
3476 675 -2625
2798 1533 4633
6898 6906 -4819
7778 4284 -8736
4133 6904 -4954
