5000 21840
3636 3947 -645
1981 2871 622
2158 2520 104
823 606 -713
2411 354 733
42 3610 -659
557 4400 931
2268 889 825
525 4691 -190
661 1044 353
2768 417 -151
1007 4610 892
1836 368 399
2050 2269 -864
3528 2559 276
3402 3373 -444
1566 3144 -344
3790 851 -535
1461 346 -411
477 4593 -661
1239 3627 -916
4670 3308 956
2435 579 -194
76 4051 -838
4328 3276 -154
716 3682 160
296 1341 481
4389 263 -251
2084 2717 329
1251 3029 -570
2418 1508 418
4480 4231 122
863 3181 310
3632 380 -324
18 4200 -551
4359 4520 463
4567 1021 -724
1633 828 -1
2373 2235 724
2405 4740 -44
4373 270 -41
2455 2022 -97
639 2198 34
1585 1666 -495
4538 2276 204
637 4285 -652
2536 1552 -64
3249 3592 -388
1916 3453 -857
2360 3109 -29
833 2790 609
273 2793 -738
2992 2659 -103
2398 885 164
1789 3555 -450
3404 4759 259
1919 4181 986
1113 93 669
2658 3546 165
3199 1649 47
3635 2545 666
4027 1096 -966
1191 22 995
4426 4101 860
3656 229 573
2306 1907 746
3037 288 -939
4704 175 135
3101 1936 -775
1291 4803 956
2720 777 -984
1451 2639 34
2130 4686 875
1303 4811 403
2205 1395 926
2379 967 540
3050 2945 -813
2730 4123 10
4907 627 753
1550 162 958
2592 4520 -243
4129 4641 928
1596 2810 -117
3478 3382 643
251 1259 132
633 3180 592
2123 2079 25
4432 3354 597
1739 564 -140
2381 2899 -314
4940 2781 -329
3041 2896 489
3043 4639 788
3318 921 -403
4408 3147 -350
4081 1908 -72
1103 3370 -33
4466 1988 -188
1200 3119 -677
4577 1314 742
181 3941 748
735 2745 705
3056 369 -57
4302 1051 -234
1886 1019 -315
654 1929 -56
883 1566 130
3189 616 -394
3907 4791 100
2098 3703 -281
2394 170 153
1719 4989 -91
1162 2607 959
1608 1215 348
4831 684 156
4908 807 769
4688 3980 835
2887 3184 962
4164 4837 -974
4257 4598 -195
2421 2743 593
2167 419 716
2374 3049 866
4188 1787 410
2621 1893 -626
811 665 -70
2005 2691 190
4940 1794 -367
20 3548 519
2393 1695 135
3675 1717 -243
4635 3729 -642
191 1043 990
2742 3837 -592
1442 3757 -183
4917 2631 742
319 1181 -335
3676 4210 648
121 1929 502
2960 4973 -663
3726 3174 -685
2133 2706 -51
4709 3164 -608
3980 3488 821
1449 2108 328
3062 1264 -243
897 637 334
66 1708 -546
894 4807 939
2111 4131 285
2488 1887 -593
279 1690 -288
485 4296 -623
2032 2860 -250
487 3267 -744
1367 1370 -991
2993 2133 473
3291 606 160
2118 4167 -360
1868 1585 292
2470 3091 940
398 3085 -800
2173 4506 -533
4502 1388 -531
1602 2090 -833
2495 2959 997
2497 4517 -747
4033 1691 -79
2573 4725 453
3928 1493 -603
334 1787 492
1340 1214 340
3426 862 -454
4490 3130 -952
1819 2769 -558
3070 3187 -873
1574 2957 -997
4115 3362 -121
2371 4950 663
3993 3669 140
1478 1170 -260
274 1780 -319
1392 4891 70
1601 2190 -12
1954 4838 868
4991 1176 -238
4856 4996 -892
1659 1845 950
950 734 69
3558 1810 308
3362 101 702
784 1024 989
4733 1287 -925
474 3076 -73
759 3878 -856
4305 1587 -866
702 1594 141
4443 3023 990
3243 3159 -521
2122 2743 788
4393 3433 -462
3834 3418 -605
3642 2892 343
4673 3564 -697
2832 4224 997
4586 1249 958
2973 1089 -630
373 3238 380
1960 4372 -452
271 4751 -745
597 3038 -875
3193 4067 -888
4831 4287 612
199 2211 976
1676 4627 -357
3864 3778 -535
421 201 236
2621 3719 363
3121 2421 -737
1416 4437 668
4037 1864 879
907 4347 166
1546 3039 725
3081 2967 -293
2595 1281 373
1685 1894 -841
497 2489 980
1181 2367 -541
292 4580 162
2770 1333 627
3120 4148 123
2167 2251 957
2875 3307 -836
4476 1001 400
55 292 162
2086 3437 350
776 866 -93
2060 2101 -109
3523 2628 -955
1560 249 329
200 1792 -217
3049 230 270
1798 1852 -33
4417 4700 137
4346 4461 -799
4263 2289 -375
1044 1158 875
2412 646 373
78 3394 159
650 3807 577
3321 4188 247
1389 3344 -708
4285 635 -534
2930 83 279
2421 1212 168
1895 2503 -402
3485 4767 -131
1286 2954 -947
1082 3300 629
4801 838 -777
2532 3286 46
483 3338 895
4370 3013 -14
1745 2647 648
3130 1922 802
1700 603 -677
2547 979 -951
4659 1035 355
1929 2246 -431
801 2328 446
2124 418 480
2440 2732 279
3182 4201 316
3921 3318 340
4511 26 690
4770 2058 -376
711 948 -968
3874 220 316
3655 4108 65
4892 4730 -48
4660 3359 -334
2069 2265 -339
3681 627 130
4659 3608 908
567 4815 -253
1061 1369 -579
4812 1476 756
641 910 -170
4950 2067 242
1350 2592 758
962 3229 -645
3943 258 -259
3518 2081 -130
4951 2164 465
2919 4648 -737
2495 4555 -763
863 757 772
4626 4622 432
70 2505 -131
1986 420 -790
1972 4891 16
3529 4321 -637
1145 2116 -945
181 648 -534
4185 1135 881
4032 217 -749
3872 3743 -636
963 3771 -837
4301 3268 -543
935 1493 -367
54 3309 379
3416 2039 -421
2712 4649 388
4551 870 -560
4120 1057 717
754 2716 -109
3211 4213 -877
4194 4709 -242
4655 4511 -50
2056 4717 998
4964 1348 125
2652 424 759
4443 1246 97
1132 3698 439
3361 454 -700
574 1901 335
1535 4551 -213
2803 4928 -416
3154 3566 -458
3991 4052 758
402 3454 982
1809 2938 -373
1249 3481 -739
403 4400 65
2577 3896 300
4630 731 452
4130 2235 98
2254 495 18
1408 820 720
1245 4225 -523
3893 3301 -511
1039 4373 820
2600 4010 32
3170 3947 -245
3889 4769 -406
2551 4004 23
2863 3774 -685
2697 3403 43
2233 1507 -319
4577 4927 697
893 2821 329
2612 3373 -84
4520 521 920
826 490 -580
387 3437 211
4155 1590 -248
1774 2988 469
1143 4899 -601
243 2593 -200
850 2853 55
3266 4173 320
1123 2884 -398
2677 1587 -554
3816 3708 533
2575 2544 -740
24 2030 -547
3918 3376 -53
1364 3271 -919
1441 3371 886
379 574 297
1967 4343 -834
128 259 -938
343 1535 770
1626 2659 -822
4518 1233 638
3152 4408 673
512 670 893
1679 3933 665
2478 3298 220
4841 4791 -677
664 4403 -655
3388 2007 -889
4991 462 -958
2436 3237 44
3825 996 907
2069 1550 911
2090 2516 -388
1170 4110 861
3084 4587 695
283 2696 -266
1707 1894 -68
2239 865 -269
552 1536 -99
3110 597 -600
711 2487 604
4752 2682 246
3607 4472 -682
2568 2521 -66
1717 3035 -181
2535 3443 235
3637 3025 40
1110 4895 -669
335 3577 -192
2548 2121 615
362 2875 421
2943 1247 29
3503 3572 -918
2019 4421 576
4341 3864 -667
3436 632 -664
4660 2181 -180
2962 1599 815
16 4099 914
200 3438 203
412 978 -668
201 1669 -841
1712 4637 -41
2480 3701 -423
4161 4178 -894
1337 418 65
4996 3627 692
3746 4323 111
359 4550 548
3104 2174 -892
3435 2208 -991
4007 3393 -439
473 4121 -175
4033 1204 -192
2824 3577 -46
3962 2130 -853
2937 2665 -398
390 4375 -343
4559 1995 778
4672 4875 -626
3222 3483 605
416 3291 -51
3783 2415 -922
1271 4769 138
4893 2074 279
2130 3362 646
4543 1854 362
1417 1589 753
2690 4671 -235
4451 220 953
3138 1565 842
3504 1522 453
1254 2194 118
810 4605 -441
13 3802 -588
585 4141 158
1920 727 -311
818 698 641
2726 2244 -836
1267 4460 637
1366 3146 -727
1853 1499 -750
1548 2222 -566
70 4447 -832
763 3131 -742
4331 3538 485
1427 3636 -489
847 2178 44
3559 562 -355
2650 3011 -328
4135 1195 -28
2272 2296 594
3525 3388 -491
900 2850 -456
101 781 458
2521 385 -455
1558 1394 916
2086 687 789
3463 1019 -430
164 2108 -243
3856 753 908
3885 3940 -950
2446 4720 -912
1178 253 650
3546 4620 -764
3872 4765 -266
4791 3780 -323
1201 4672 213
4695 4260 -958
219 2630 -919
937 2126 -37
3391 4923 -960
3880 3304 -803
3576 4528 -158
4723 3537 -920
4549 2376 -414
4268 804 711
773 1069 899
2496 2287 -502
2926 24 248
3530 4150 -568
1498 535 -203
2836 3592 912
4943 96 366
4675 91 -641
2505 1996 -644
3917 372 995
1878 2839 795
786 3622 -369
4486 28 -389
596 4860 -992
4541 4638 -174
1973 1634 691
4503 304 351
2716 52 353
1887 3094 -731
2067 3482 -351
3211 4701 905
3487 4244 590
2087 229 -256
565 4407 67
4716 663 705
2406 4866 374
1501 4641 -207
887 2026 -256
894 2878 6
471 2344 -414
3386 610 -292
69 3485 -586
2943 2539 93
4710 1476 657
2456 1364 965
4488 4349 -586
2135 2227 722
566 714 -442
4237 2170 786
4833 4306 912
1527 4723 232
2359 1580 -879
574 2188 954
2354 309 823
4348 425 515
592 2770 128
3126 3193 819
2578 609 240
1546 4921 -966
3027 1218 655
1438 2085 -463
4815 3003 910
1754 3589 -640
1085 264 -285
980 908 169
2963 2810 181
1438 2547 51
4484 2278 -156
2822 3372 -375
4273 4358 33
2498 4963 357
745 4229 -1
485 1742 187
2870 2132 988
3611 1430 -361
3334 4490 -383
3013 3030 -212
1938 3432 730
4945 1599 998
647 3585 484
721 4094 -54
4414 1937 935
3606 1565 61
994 1805 -562
4113 4862 333
4398 1360 -314
2741 1303 -160
3104 3758 -604
749 862 190
3494 376 136
4206 4422 -986
4083 4776 408
1000 2042 87
294 4847 410
3686 3990 -389
2728 594 -26
3127 437 974
1296 2275 810
1001 3140 68
3772 1284 724
4570 2694 -190
3798 2614 -221
1226 3601 -714
4481 4167 352
648 4669 974
3270 906 288
2959 3429 655
759 4985 -87
3508 4406 -370
752 3509 901
4519 4780 -73
1469 1998 -513
1908 2052 -197
2643 46 434
4709 2508 -143
375 4847 -615
1405 1335 -586
3437 237 -941
2572 116 -981
3567 2030 509
4658 110 -506
2386 2070 -14
2138 1559 -700
1446 3727 958
1229 2837 -142
2874 2878 480
3047 3574 -625
3065 505 649
2442 2856 899
1541 4428 -52
1717 1817 790
630 2403 896
4832 2357 -762
3047 4865 64
367 3702 -919
1054 3102 702
2600 1166 -848
4230 4496 -352
1027 2928 151
667 33 469
4598 2460 -33
513 4454 -391
1354 4585 412
2712 4567 -21
4741 380 -231
4072 3610 -922
2212 4447 -64
534 802 -970
2933 4413 901
2480 1437 438
2559 506 851
3923 3900 303
1590 752 -833
2390 1163 62
4647 3100 -746
210 2368 -318
4068 3534 -298
4184 184 -255
1764 1415 -249
3927 3245 367
4914 4573 38
3817 3396 728
2009 3098 399
1210 4698 230
841 4043 -210
2516 2335 -104
328 2236 197
2481 2067 311
3760 1209 -853
4518 2172 958
4176 3671 -483
391 26 756
1946 1336 -286
4605 1378 -623
1753 4557 -877
3826 2534 -267
4125 3671 447
4253 2365 -897
949 4030 206
2998 2279 466
351 2914 -186
2335 2113 -121
4022 4880 -419
3460 4247 -765
1161 2084 -955
4065 1159 -741
1316 2285 104
3711 3946 -76
4646 3382 715
4363 2014 -209
78 2072 -103
4963 646 -32
1186 4221 -416
1566 3523 793
1445 4127 739
1495 4211 -474
2084 3599 361
4148 4720 962
2702 2210 -137
457 3692 963
4550 4614 822
4293 2760 -517
2054 4370 771
3670 1252 701
4330 3803 492
4270 1673 -520
3238 682 238
2065 4346 561
348 195 676
4025 2624 -756
1518 593 239
352 4764 -866
3772 4893 58
4369 4072 505
3451 3982 33
2188 3487 -605
4354 4034 101
1092 779 445
1666 2194 571
1397 2199 -472
2602 4123 -322
3921 4214 122
4100 4113 -566
3141 1812 -997
840 2886 579
2705 2049 -666
2682 2936 -890
213 2078 620
402 1617 -703
3544 3052 680
3761 808 -704
4439 1395 668
523 1293 30
3083 3755 612
3181 4289 415
366 3032 -347
2371 3075 -393
866 1611 -171
3030 4543 287
4149 338 -698
4841 1778 844
3772 410 318
2215 2177 -577
1299 4667 -232
1307 4494 -693
3111 4930 752
164 2244 -522
2136 2620 857
1442 4762 588
935 2181 -79
3017 843 -964
4303 3177 750
3513 927 865
4107 4346 785
3063 4138 -361
3444 4608 -638
3557 2146 -422
1173 942 -178
3912 1398 929
645 3025 917
4515 737 127
3616 900 854
2104 4790 -983
2395 414 354
2558 4718 522
4490 1765 -775
92 276 -848
1448 1300 302
1712 2442 67
1217 1560 -90
3940 509 -474
4775 1976 -801
2669 4042 984
1832 2395 449
1466 4876 -194
3528 4211 -469
470 1598 692
832 4231 332
2593 2698 -914
4451 3374 59
1 2692 -330
4529 511 461
208 2321 141
3482 2174 -988
4339 1113 877
3712 57 -397
3295 4955 -743
1017 4408 196
4416 4360 -135
312 3291 815
1687 2199 716
3063 3429 393
999 216 895
4971 1350 596
2220 3156 -727
2468 583 -349
3512 4945 -792
1392 1566 -862
3099 3228 -693
947 4330 -704
3031 1207 -276
3996 3464 -444
78 1122 -344
2799 1875 -414
4168 4869 855
1922 451 143
2516 3796 -609
1007 2652 458
2778 2251 -430
2917 479 558
3179 1984 347
1979 3317 -349
4246 3641 342
123 4760 -213
1104 1002 -98
2662 2012 -327
727 553 -427
4497 258 -372
3107 893 -306
1924 118 377
4986 1992 10
3939 2774 123
598 4437 -734
3363 3931 -328
4693 2348 266
858 3148 -2
3012 1131 511
4203 3781 421
241 2959 126
3829 1607 574
3612 1944 -706
4648 2193 110
280 2490 -854
1075 2884 -747
4156 3407 -12
1572 812 655
201 1058 355
1085 1578 687
2160 575 716
2727 4350 -365
2802 143 -461
622 1378 101
1474 199 674
3185 3642 -286
4338 207 889
3028 2783 13
1377 4920 -799
620 3731 -581
2526 39 -959
4286 4383 659
892 502 613
3468 2449 -938
450 4730 343
205 2825 -482
4814 4711 -10
2736 665 -377
1501 2103 -531
2613 2333 -545
889 1537 382
2032 4472 -692
720 518 -336
1979 294 854
2013 4655 -62
630 248 503
1997 51 -615
606 594 -244
3680 1085 615
1951 3217 76
1441 2665 -656
3527 3872 -905
4548 1703 -266
1417 49 607
940 4800 -598
3675 2688 -251
3566 430 426
3860 2987 837
2133 192 -378
4933 1286 808
3186 2746 596
3043 1084 569
2376 1339 -649
4750 384 831
2778 2880 -7
2186 1760 468
2522 1166 -583
3135 2923 -309
4990 4540 -67
1367 3353 -551
2920 3479 -597
2371 2369 494
115 4664 420
3730 208 254
2894 4032 442
855 3325 3
3214 4579 704
3430 1786 361
3244 210 972
3844 2804 53
3583 4051 -350
2160 2771 83
3688 1491 70
3497 2869 478
1329 3683 623
3165 1237 478
4824 296 407
4859 3402 489
654 4612 581
4213 1106 969
14 1867 -270
3998 2661 703
3548 3448 -139
732 925 -354
3044 797 469
4442 403 117
2548 305 -193
1933 4517 -911
2039 4908 701
1017 395 837
4335 990 -239
335 3762 231
4310 4614 985
4805 4904 479
2313 519 155
3026 4117 523
4026 3524 897
524 1794 225
8 1507 369
4112 1036 -25
1453 496 -601
997 3633 -226
3028 1472 377
1270 1611 -623
2621 886 -366
2306 1506 -904
1750 4523 458
2010 3251 -748
687 3918 484
382 4662 -900
1650 3411 -877
108 4918 -806
2118 695 230
174 850 739
4023 4282 -756
4247 1688 -450
4731 3029 886
698 473 -65
3291 4499 15
2758 1600 339
1412 4436 -322
1114 963 -77
1937 501 -532
2137 2916 -799
3007 19 -546
1658 1314 328
404 2813 -387
4471 1288 11
3669 1034 866
2624 4999 -498
2739 1072 192
3548 1287 -711
3305 2443 -481
3523 3504 -291
2029 4038 -657
890 856 542
4056 124 -863
2211 4229 -971
4620 1263 738
985 4697 -632
4289 3050 942
2637 1766 -150
3580 3490 -431
1976 887 859
4044 1302 -305
2534 4070 -165
1722 384 879
819 4652 -567
3141 3547 749
4678 1213 470
3109 4287 -645
391 3871 -559
4883 883 -545
3763 3095 -794
357 2327 163
4770 750 580
3955 3807 -341
2636 1692 661
42 1599 -862
4839 2762 -413
2404 4427 217
2591 2088 -986
2961 3371 -592
2928 2069 -512
1260 1692 266
1427 4284 699
4523 1641 635
3763 4675 -960
1076 2432 -965
3475 2752 637
4881 497 -154
462 2020 848
2800 3017 -191
1002 569 662
2882 3309 -956
3201 608 661
1414 3034 627
822 2290 221
2585 4241 -702
3129 3921 -630
1875 1959 -810
2790 2775 -981
3233 1691 951
336 3172 -993
859 2017 -347
2406 2093 -727
1474 2899 758
608 2527 604
4304 1623 -346
1584 3596 135
4075 2652 904
4215 236 -963
3015 3382 55
2675 1828 -497
4847 3713 663
1010 1788 791
4792 3290 -305
1877 3906 -561
4731 712 -75
1300 109 -170
780 1738 66
2122 2644 756
4875 3130 196
1397 3100 -544
1767 3143 64
3236 3520 779
2906 2568 21
1693 3915 952
4861 3604 -273
4986 1537 493
3024 3415 989
4295 4203 -628
4702 807 20
1923 3562 -889
563 325 5
1817 3027 48
3995 3638 -346
2610 680 372
3657 4465 405
3160 839 719
4984 4371 -136
3121 2163 -570
4394 646 114
2030 1040 431
3834 1448 763
3143 2485 -764
880 584 -987
1174 4066 872
760 3587 476
108 4025 958
2959 4092 -26
307 137 347
4244 611 923
282 1300 820
7 2092 535
182 4235 64
2409 3976 601
2371 4248 -311
4439 2137 960
247 688 887
2068 3198 -966
1111 4876 -580
257 3494 -38
4497 636 422
3484 1826 -206
2589 2604 -795
883 2947 -997
4344 3763 286
2131 4195 504
1894 2494 775
3633 567 -824
347 2364 -951
1540 1810 -545
3183 4922 239
4069 2429 945
2204 455 600
4821 4993 644
4509 2729 291
57 3567 495
4564 3270 729
1860 3215 135
2032 4319 281
3938 1798 -87
1466 39 22
3772 819 838
10 2369 -57
1740 3727 -148
3211 919 -585
1263 3748 -538
1903 1719 344
690 4062 -240
3464 3000 296
2178 4855 840
3573 2234 -609
3012 1783 53
837 75 -666
3597 4536 570
2850 2238 -600
1352 2663 -849
2557 4639 850
1746 1822 -938
1147 3137 -968
4475 1583 -500
4929 4072 -639
4172 3195 -307
3561 1962 -254
2079 4145 957
1760 359 -11
4367 1698 846
4579 1002 906
3437 2456 -52
750 3032 -592
52 2991 814
4880 4710 340
3274 220 193
2311 3295 -158
1251 4218 40
2755 3802 876
4563 3859 834
1482 4938 -832
1792 2299 615
2919 2855 -197
506 4553 -308
976 2185 357
4952 871 -948
3443 4517 649
208 1456 865
4347 2497 -763
4419 57 257
37 4297 674
4035 2648 793
2377 1052 272
3961 641 -555
3832 4472 614
2535 920 563
3217 2409 -766
2615 3352 -256
4551 1201 330
534 514 40
1971 3642 252
4537 1401 802
3193 4839 742
1402 2186 765
2777 1280 -931
2311 3186 798
4437 4428 783
2727 4887 255
4722 3721 -312
2914 3688 -773
3013 4911 500
4668 4041 784
651 234 -112
2901 1790 -835
2269 3790 -580
4648 3176 -537
2222 1821 -144
2750 46 102
914 2036 -806
4286 3715 -792
1788 132 759
3300 1373 865
3364 2876 -526
4803 310 -388
3068 3363 640
2520 795 -570
3406 659 -525
4757 2666 472
3220 577 -936
1654 1136 911
3923 241 -629
811 2600 -50
412 3983 -231
3034 1640 317
448 3280 -405
3329 4502 514
1256 3479 -880
3901 2359 -12
3999 3763 592
1930 2504 819
620 685 670
416 1742 -335
2207 560 -750
4542 1415 155
639 2121 393
3485 2787 -494
4214 702 -309
548 1621 538
3082 1203 -629
723 1788 -668
393 3727 668
2614 2199 14
1600 757 -72
176 2621 -186
3824 4647 -821
3689 3305 -659
3862 396 -870
798 2516 -313
2997 4690 904
140 965 -825
3289 895 -649
2824 3683 816
2331 3993 157
4366 2028 -4
284 2494 218
268 3022 -865
4200 1541 529
3569 3770 -349
3937 2187 -929
4600 1288 307
4781 4418 393
891 3646 356
1813 364 150
1478 3690 598
1466 3157 -429
2658 1791 -2
2374 510 850
4658 452 -51
3132 2078 643
1349 127 -475
182 2443 293
2512 3833 404
3401 4574 444
3455 611 -371
4823 413 -380
1072 4287 51
521 2506 156
3317 1465 202
1902 616 546
2836 2452 255
996 837 -676
4820 1785 309
2218 3899 186
4862 4402 -526
3167 3225 -533
1630 1108 -675
2531 2567 -234
2196 3347 651
1057 783 -855
2403 471 230
269 1718 667
550 380 921
4407 2673 958
4482 272 -576
1572 77 683
1436 2670 -615
438 1502 635
3535 4975 -555
1112 2169 -312
178 152 -129
639 4070 268
1140 4014 144
1640 1181 -71
373 4934 -501
82 4890 -47
2442 3017 -787
4224 2570 -782
4940 2565 -842
2790 413 -333
1486 583 612
1636 566 868
1 91 -977
2564 717 200
4414 4526 288
1468 1181 179
64 931 -86
2505 905 -199
4651 4290 -503
3744 2394 -988
165 3047 -5
4226 956 934
3439 2486 673
2803 3575 -960
4199 3132 -598
1847 216 356
4470 4840 76
4418 4887 432
297 2337 688
1074 420 60
4126 81 -541
2708 1315 -629
1853 879 -596
2815 406 -253
3928 2347 -549
496 4154 -454
1753 2642 -587
4739 2265 -926
1310 1937 -284
3396 3622 530
4523 1373 -406
119 2512 526
2909 1977 945
4994 4757 124
4254 4970 403
1100 2560 337
2274 4260 499
210 366 -856
3725 4832 433
2654 1217 30
3223 2813 -830
1052 287 661
981 4242 -220
2811 1453 -978
3684 814 -92
3572 637 846
2444 4958 557
963 888 -607
4888 3157 19
463 1596 -540
2878 2771 -827
439 1429 883
2591 2276 463
114 42 -833
1796 1873 -845
4155 3751 -515
3938 1284 -883
808 376 412
1781 1876 861
1469 4029 -347
1069 2761 -656
410 224 -803
3134 1649 62
2982 4387 -669
4434 401 -50
2190 1751 -609
2987 3031 386
3870 3160 -893
3656 2460 840
2610 3828 575
3270 1903 -894
2457 2194 -694
1640 3924 955
2255 1727 53
3572 1244 62
2302 779 -905
1291 1334 -907
2728 2666 855
2037 1587 736
4036 1983 -52
4127 4504 911
258 4867 -68
386 3644 486
908 1091 725
1097 3968 0
2828 2504 -488
999 4622 -238
268 143 -406
466 2810 740
3430 3240 765
2072 1294 -195
2464 4260 -491
3092 4082 460
4683 4312 -155
989 3432 257
929 1175 -122
2660 22 85
488 1811 -183
4112 3492 -638
295 316 872
4447 1877 -935
4692 4681 373
4515 3698 -855
3200 4794 396
3950 1418 -215
1184 561 -496
1836 494 -954
4337 373 -775
284 1000 137
2686 1774 -99
1850 1604 -631
3081 1471 -384
1188 367 317
4484 4804 48
1975 596 -401
2506 4317 14
3589 3381 -763
1560 1347 590
3413 4423 -332
1353 1648 263
5000 3022 496
2586 1227 -443
451 1511 -263
4523 240 315
62 1229 12
2863 4566 806
2863 2386 186
3360 1586 844
1524 911 397
3185 2106 167
4075 136 804
3466 2139 174
4864 574 917
1162 427 -900
3971 2776 -397
2084 2771 -831
4706 724 -103
1960 1116 -620
4874 4238 -968
908 4347 511
534 1419 562
1295 2047 -43
106 1128 482
3307 174 348
1359 443 -51
3860 847 -958
3554 1579 -520
3577 1835 -530
1355 268 634
2750 3589 -201
3647 682 840
3075 1800 -862
4251 1735 866
4293 4120 422
3470 4111 302
1887 1288 -262
105 3824 653
1165 955 -151
3141 3712 528
1332 2438 -762
3497 4150 -972
2081 2946 440
2071 411 690
3901 3495 -989
3650 4449 -580
3137 2532 152
1935 3337 613
780 868 -845
2516 3163 869
638 3930 277
2617 2294 -302
4472 2301 15
1074 927 -330
4155 494 928
3878 4126 641
849 1758 570
1175 493 935
4308 3877 -744
3470 1410 -258
1297 2621 -604
1266 3603 -938
3583 2117 -654
981 2065 -862
1866 2785 808
4099 4485 413
287 1895 -422
3360 1694 -333
3220 3516 -610
3741 3445 90
4030 4373 425
4759 2784 -112
1909 1258 -725
1700 1899 -313
2752 756 -793
282 4085 -10
2880 3072 853
1302 3085 853
44 4731 -353
670 2893 680
849 157 -410
2084 1919 -929
1827 90 121
4639 3901 -916
4917 4123 -101
1079 4053 -289
3257 4844 679
1789 1216 908
1700 4438 -707
925 164 810
3145 4228 -894
2193 1287 202
4576 3595 -704
4523 4124 850
2507 4331 372
4830 1730 176
1269 4874 -208
802 3959 500
3680 464 -36
1434 1949 -400
1265 4013 -778
4851 299 -595
449 718 889
1076 1300 -87
443 342 126
2517 3916 -82
2493 1545 34
3565 3222 30
741 1644 -786
148 986 271
929 4832 -494
4321 2836 470
2643 1174 -294
1881 1225 -484
3919 1084 699
845 4955 -357
3795 2333 -757
414 3243 614
1130 367 -339
3040 1261 -204
732 1846 -809
4952 3079 610
4318 4678 -759
3467 2876 423
1937 2525 -578
2125 1957 41
1482 4935 -814
4235 1191 319
1773 1907 -142
405 4640 177
3767 1979 599
4155 3986 352
1655 1473 -612
1203 818 808
1335 1940 -203
2181 682 -694
4045 2130 94
3587 4458 645
1064 4344 921
168 1718 -775
674 1380 866
4931 129 838
881 667 -626
2160 991 -235
3489 671 256
2067 3344 -546
2530 3616 -570
4818 744 817
817 60 -15
4199 3675 451
4005 1801 -523
1526 4294 333
2984 3862 662
3817 4728 -362
2769 282 126
3126 1944 660
4346 4548 -850
33 1520 215
2379 2345 -774
555 4671 299
1682 1612 -162
839 645 564
1748 4568 -654
2957 183 -973
4797 3689 -792
4541 2106 335
1320 3297 -416
2105 4108 506
2451 1438 576
1895 1030 543
4107 1096 -256
2290 749 949
199 1465 676
4180 3552 590
3355 2493 100
4786 1836 227
2068 632 -326
3988 4987 -578
4850 335 61
383 948 230
2615 3854 -506
2065 2747 960
3195 3345 -920
2097 4529 -126
330 654 374
1424 4782 573
4194 4536 267
168 211 840
324 1894 914
4167 436 -790
4294 1010 37
2431 1954 -473
3363 1022 -241
1798 847 898
1416 5000 151
1597 691 73
3804 822 553
2936 1355 -970
1059 692 -94
4249 3089 -888
1967 4011 448
345 398 -726
3820 1387 590
1331 3780 -712
4493 1393 -275
3966 1089 -593
4232 228 -143
4200 3997 -753
2475 497 637
1802 2884 -55
3026 2823 -283
4484 3255 -18
3359 2549 -171
3605 1717 123
4268 3759 -267
2846 1871 853
2823 1687 -948
1172 866 154
1242 3336 -4
4697 2981 -187
3439 3997 121
94 2201 613
3533 992 966
1655 512 -899
2705 1855 253
2307 1247 -453
3051 241 -697
2806 2101 745
2796 2007 319
3109 3878 -753
3153 2989 -16
1365 2265 -896
1799 983 -821
3616 3228 -672
1499 504 -87
3109 2889 -712
1980 3014 302
2987 3834 557
3672 3090 -844
65 4049 -284
2719 299 407
29 3906 369
2216 98 -199
4752 185 504
3039 1488 -998
3507 2016 975
4711 3187 445
4144 3105 865
841 2527 405
1798 938 543
1441 3370 760
3122 2406 954
4642 928 -367
3503 2872 12
3686 3061 478
3603 4770 -495
835 465 -375
2837 4611 -611
3637 469 -165
3406 1487 -731
172 4508 729
547 1233 532
2626 3476 -203
4156 4572 -150
4827 1148 848
2508 2863 -142
4633 175 225
2502 4254 -568
3539 647 -802
1256 3997 331
234 1893 -39
1071 1368 161
2368 4173 -744
1191 165 644
3501 3830 -679
1380 3587 -67
3967 1318 714
4770 4116 -14
3581 77 736
861 1166 -683
4072 2440 372
1702 4295 -897
223 1550 439
3323 2886 -131
3757 3031 -159
1714 4071 242
2849 504 772
4929 1814 -311
4050 42 241
1989 3325 -167
2173 1227 -599
1838 4592 895
629 796 -198
3651 1494 -401
613 761 -179
3495 1506 796
1172 2648 769
1087 4487 -265
4374 1977 -153
3734 4002 104
867 356 434
3368 1601 -295
4559 4159 371
2607 114 -392
4758 1262 -422
1525 22 749
529 2317 246
159 172 -470
2776 4994 -262
2018 265 225
990 2533 -779
4166 3565 825
3716 2073 685
4315 4426 444
2027 1172 -562
1675 3326 466
2418 2002 -126
30 3391 599
4175 3336 -610
3940 190 503
3710 3740 -7
1787 852 -865
2124 4074 981
2405 3585 -438
4310 2770 -672
3380 1899 786
1131 3821 911
4493 3355 291
378 3421 625
143 4788 447
810 1780 79
4142 1461 -319
2916 2837 -426
3601 2102 -329
2070 1351 -724
1716 3071 -428
927 2000 -800
2218 2299 -635
1539 1174 674
4418 947 -180
498 4737 -556
4245 176 -341
929 3412 708
2874 4840 -415
1948 2058 127
606 3186 557
2446 3989 938
4635 3540 160
487 3825 225
1020 4225 -185
3560 4647 -173
3346 2025 -1000
1102 2758 -728
1182 4112 -237
1257 1924 464
1380 184 -799
1592 1875 -498
576 3242 143
1179 4846 -175
1895 2104 584
3565 3362 -594
